Temperature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Phosphorus,Potassium,Fertilizer
35,32,35,Sandy,Cotton,38,79,28,14-35-14
31,66,29,Red,Wheat,43,45,35,28-28
31,77,55,Clayey,Pulses,40,42,48,20-20
20,41,53,Clayey,Pulses,48,41,12,MOP
29,43,51,Black,Wheat,30,49,19,MOP
27,74,31,Red,Cotton,28,61,21,14-35-14
39,52,20,Clayey,Maize,36,34,30,20-20
21,81,50,Clayey,Wheat,10,31,36,Urea
40,59,37,Red,Maize,53,58,44,20-20
21,49,46,Black,Maize,26,48,78,10-26-26
26,65,66,Black,Paddy,42,25,28,28-28
37,65,85,Red,Maize,11,30,36,Urea
34,58,80,Sandy,Paddy,24,32,63,10-26-26
39,66,26,Clayey,Pulses,27,36,32,28-28
32,51,75,Black,Wheat,52,13,48,DAP
34,63,41,Loamy,Paddy,56,51,47,20-20
28,78,39,Sandy,Wheat,35,32,31,20-20
24,82,27,Black,Pulses,35,33,20,MOP
26,80,53,Sandy,Paddy,36,32,44,28-28
27,84,56,Loamy,Pulses,44,17,43,DAP
35,33,27,Sandy,Cotton,21,68,39,14-35-14
35,32,29,Black,Paddy,36,42,39,28-28
28,52,66,Sandy,Wheat,44,20,46,DAP
27,50,69,Red,Maize,24,20,32,Urea
33,31,29,Red,Sugarcane,40,31,51,20-20
36,62,81,Clayey,Wheat,22,66,22,14-35-14
22,46,26,Black,Sugarcane,40,13,33,DAP
29,72,48,Sandy,Maize,17,20,40,Urea
38,61,55,Loamy,Cotton,20,31,65,10-26-26
19,81,55,Sandy,Maize,44,35,14,MOP
25,35,40,Red,Cotton,45,33,11,MOP
33,59,85,Sandy,Wheat,37,80,25,14-35-14
18,30,28,Black,Wheat,48,32,49,20-20
31,56,84,Clayey,Pulses,33,39,49,20-20
27,59,81,Black,Sugarcane,54,20,38,DAP
35,80,69,Red,Paddy,33,60,43,20-20
26,35,65,Loamy,Pulses,54,50,15,MOP
28,56,20,Clayey,Pulses,33,20,50,DAP
29,38,76,Loamy,Cotton,54,11,32,DAP
24,47,69,Clayey,Paddy,40,13,46,DAP
28,79,23,Loamy,Cotton,14,36,38,Urea
26,61,63,Clayey,Maize,37,47,15,MOP
23,52,43,Sandy,Pulses,22,30,38,Urea
25,77,75,Red,Cotton,53,33,41,20-20
31,48,74,Red,Pulses,26,27,35,28-28
27,46,63,Clayey,Maize,31,48,16,MOP
35,78,23,Clayey,Sugarcane,40,29,32,28-28
22,66,24,Black,Sugarcane,52,15,37,DAP
30,49,41,Sandy,Wheat,49,59,34,20-20
26,85,72,Red,Sugarcane,47,10,33,DAP
27,41,54,Black,Sugarcane,32,39,15,MOP
18,54,33,Black,Sugarcane,43,35,30,28-28
20,42,25,Loamy,Pulses,48,60,38,20-20
26,36,52,Black,Pulses,51,56,43,20-20
27,34,52,Clayey,Cotton,18,23,34,Urea
22,63,50,Red,Maize,40,73,31,14-35-14
40,37,55,Clayey,Wheat,60,55,37,20-20
34,42,52,Loamy,Pulses,41,49,14,MOP
31,73,57,Red,Sugarcane,39,33,37,28-28
30,70,20,Red,Cotton,49,10,50,DAP
36,85,79,Clayey,Cotton,14,34,32,Urea
25,48,35,Loamy,Sugarcane,29,34,70,10-26-26
39,33,44,Black,Paddy,30,30,33,20-20
25,76,71,Sandy,Sugarcane,37,33,14,MOP
32,43,28,Black,Maize,30,56,36,14-35-14
33,75,73,Sandy,Maize,37,43,15,MOP
29,51,58,Sandy,Cotton,60,47,13,MOP
25,56,58,Clayey,Sugarcane,21,47,62,10-26-26
21,85,79,Loamy,Maize,39,18,45,DAP
35,77,26,Sandy,Maize,56,20,34,DAP
22,69,79,Sandy,Pulses,10,27,40,Urea
35,72,45,Clayey,Maize,17,35,30,Urea
30,44,52,Loamy,Wheat,25,60,21,14-35-14
39,34,81,Clayey,Paddy,33,78,39,14-35-14
20,31,71,Sandy,Pulses,28,36,37,28-28
20,56,40,Black,Paddy,49,58,57,20-20
29,32,81,Red,Cotton,48,41,49,20-20
30,46,57,Loamy,Pulses,22,25,20,Urea
19,70,54,Red,Paddy,15,39,33,Urea
38,52,71,Loamy,Sugarcane,49,44,45,20-20
22,56,84,Sandy,Pulses,54,31,53,20-20
39,81,48,Loamy,Wheat,40,33,20,MOP
28,69,83,Loamy,Sugarcane,25,36,59,10-26-26
40,73,75,Black,Maize,56,37,16,MOP
34,46,59,Loamy,Cotton,11,32,21,Urea
18,56,69,Sandy,Cotton,42,19,40,DAP
37,63,26,Loamy,Paddy,31,14,48,DAP
25,35,44,Loamy,Cotton,26,33,45,28-28
25,30,73,Red,Wheat,38,25,37,28-28
28,57,53,Loamy,Maize,25,41,55,10-26-26
36,83,36,Red,Pulses,24,48,58,10-26-26
36,36,76,Clayey,Sugarcane,47,17,33,DAP
25,55,41,Clayey,Maize,29,70,39,14-35-14
36,81,66,Sandy,Wheat,57,48,43,20-20
34,53,62,Clayey,Pulses,35,20,45,DAP
37,47,81,Black,Paddy,18,23,25,Urea
18,38,70,Loamy,Maize,40,64,32,14-35-14
21,78,23,Sandy,Paddy,32,36,58,20-20
23,70,71,Clayey,Wheat,24,35,25,Urea
37,60,36,Clayey,Paddy,34,41,65,10-26-26
23,64,57,Clayey,Sugarcane,45,48,58,20-20
25,65,52,Sandy,Cotton,36,27,35,28-28
22,30,64,Black,Wheat,30,15,31,DAP
33,59,74,Loamy,Pulses,32,31,74,10-26-26
38,84,35,Red,Pulses,57,36,14,MOP
18,64,25,Clayey,Sugarcane,40,32,28,28-28
37,68,22,Black,Cotton,37,40,36,20-20
21,31,81,Clayey,Wheat,20,33,55,10-26-26
40,44,26,Loamy,Maize,36,50,73,10-26-26
21,79,44,Black,Pulses,42,43,49,20-20
40,74,33,Red,Wheat,35,39,45,28-28
25,52,46,Loamy,Pulses,21,23,38,Urea
39,39,69,Clayey,Paddy,24,37,58,10-26-26
21,40,20,Red,Sugarcane,55,38,17,MOP
22,83,21,Loamy,Cotton,21,37,66,10-26-26
37,47,79,Sandy,Wheat,23,30,21,Urea
37,58,49,Black,Paddy,25,20,40,Urea
29,83,37,Sandy,Maize,42,45,44,28-28
40,71,45,Sandy,Sugarcane,32,19,35,DAP
23,51,49,Clayey,Cotton,38,25,30,28-28
40,75,67,Clayey,Wheat,28,72,22,14-35-14
39,34,85,Loamy,Sugarcane,18,32,33,Urea
27,64,56,Loamy,Sugarcane,24,22,29,Urea
34,56,73,Red,Maize,37,44,55,10-26-26
33,31,77,Red,Wheat,49,45,14,MOP
22,31,65,Sandy,Cotton,36,43,31,20-20
25,49,70,Black,Wheat,38,80,26,14-35-14
30,39,66,Loamy,Pulses,42,12,39,DAP
23,63,51,Clayey,Maize,43,29,32,28-28
23,66,54,Loamy,Maize,36,37,32,28-28
23,69,41,Clayey,Maize,48,35,16,MOP
39,70,80,Black,Cotton,36,30,45,28-28
22,52,28,Loamy,Sugarcane,52,41,10,MOP
40,38,46,Red,Cotton,41,43,34,28-28
29,65,45,Black,Maize,27,59,29,14-35-14
30,78,53,Black,Maize,50,51,52,20-20
39,66,52,Black,Pulses,30,77,23,14-35-14
28,30,29,Loamy,Maize,37,30,70,10-26-26
38,44,51,Sandy,Cotton,24,48,58,10-26-26
36,72,84,Red,Wheat,35,69,32,14-35-14
40,44,82,Clayey,Maize,36,32,40,28-28
26,71,38,Red,Sugarcane,39,39,15,MOP
34,76,49,Clayey,Cotton,26,41,75,10-26-26
22,52,49,Clayey,Maize,24,26,33,Urea
38,80,31,Red,Sugarcane,27,41,57,10-26-26
40,69,53,Red,Maize,32,55,55,20-20
37,30,31,Loamy,Paddy,40,47,62,10-26-26
23,46,48,Red,Cotton,47,30,53,20-20
19,38,79,Loamy,Pulses,51,42,17,MOP
27,62,54,Sandy,Paddy,28,30,66,10-26-26
36,52,25,Clayey,Paddy,39,28,28,28-28
18,73,34,Clayey,Pulses,45,36,16,MOP
36,79,59,Sandy,Paddy,42,50,31,20-20
33,85,52,Loamy,Cotton,10,28,34,Urea
28,79,57,Red,Cotton,44,39,39,28-28
22,36,42,Sandy,Pulses,28,29,42,28-28
37,55,68,Sandy,Maize,53,12,43,DAP
40,49,42,Sandy,Sugarcane,60,42,33,20-20
33,38,45,Clayey,Wheat,27,80,32,14-35-14
33,38,59,Sandy,Wheat,25,32,75,10-26-26
36,40,76,Clayey,Cotton,13,40,23,Urea
36,46,61,Sandy,Sugarcane,40,58,31,14-35-14
28,57,46,Clayey,Maize,30,62,20,14-35-14
32,85,61,Sandy,Sugarcane,36,25,43,28-28
19,79,71,Sandy,Pulses,42,16,45,DAP
27,80,44,Loamy,Maize,33,43,39,28-28
35,71,70,Loamy,Maize,37,31,62,10-26-26
27,46,41,Clayey,Wheat,54,47,40,20-20
40,62,59,Black,Cotton,22,25,33,Urea
25,39,23,Clayey,Paddy,12,31,23,Urea
30,33,32,Black,Wheat,53,11,35,DAP
27,52,73,Black,Paddy,45,32,48,20-20
26,57,78,Clayey,Sugarcane,17,38,22,Urea
40,51,73,Black,Sugarcane,42,43,28,28-28
36,40,55,Clayey,Paddy,35,44,78,10-26-26
37,45,20,Loamy,Cotton,31,45,38,20-20
18,62,41,Clayey,Cotton,44,42,36,28-28
35,42,41,Loamy,Pulses,12,20,24,Urea
40,30,53,Clayey,Maize,60,41,54,20-20
31,74,48,Sandy,Pulses,31,37,42,28-28
27,34,57,Loamy,Sugarcane,45,40,60,20-20
36,48,22,Clayey,Sugarcane,42,20,30,DAP
31,45,25,Black,Paddy,32,43,80,10-26-26
25,45,81,Red,Sugarcane,19,30,20,Urea
38,64,36,Clayey,Cotton,33,74,22,14-35-14
22,34,69,Sandy,Pulses,35,47,18,MOP
33,49,20,Black,Pulses,27,36,29,28-28
32,85,43,Loamy,Wheat,33,44,19,MOP
40,67,84,Red,Cotton,31,49,56,10-26-26
18,74,68,Clayey,Wheat,35,45,30,28-28
39,50,20,Loamy,Sugarcane,51,41,20,MOP
29,36,25,Sandy,Wheat,39,10,37,DAP
31,69,72,Loamy,Pulses,27,34,27,28-28
20,65,76,Sandy,Paddy,21,31,71,10-26-26
18,68,31,Clayey,Sugarcane,10,36,32,Urea
30,51,70,Black,Cotton,24,46,77,10-26-26
19,80,63,Loamy,Wheat,31,77,21,14-35-14
22,84,42,Black,Wheat,38,79,33,14-35-14
19,73,22,Black,Pulses,17,33,40,Urea
25,75,68,Black,Pulses,54,19,42,DAP
33,54,58,Clayey,Maize,35,26,31,28-28
21,33,83,Loamy,Sugarcane,32,37,15,MOP
38,84,61,Sandy,Pulses,54,33,17,MOP
37,63,51,Clayey,Cotton,27,31,43,28-28
28,78,55,Loamy,Sugarcane,40,20,42,DAP
35,41,27,Sandy,Cotton,40,40,29,28-28
33,33,47,Red,Sugarcane,58,60,45,20-20
39,33,29,Black,Wheat,49,19,35,DAP
31,30,20,Red,Wheat,37,42,60,10-26-26
34,43,29,Red,Maize,42,33,25,28-28
22,81,60,Black,Paddy,56,54,59,20-20
32,56,26,Red,Sugarcane,12,29,37,Urea
25,63,20,Red,Sugarcane,33,38,42,28-28
21,43,65,Sandy,Paddy,37,75,35,14-35-14
31,54,78,Red,Sugarcane,52,15,36,DAP
40,55,69,Clayey,Wheat,42,46,60,20-20
27,50,55,Red,Wheat,38,29,34,28-28
31,56,71,Black,Wheat,38,44,17,MOP
25,33,74,Red,Paddy,34,30,76,10-26-26
34,68,46,Red,Maize,27,62,27,14-35-14
21,37,35,Loamy,Sugarcane,40,16,32,DAP
31,39,43,Sandy,Maize,27,72,39,14-35-14
28,81,74,Red,Wheat,12,35,35,Urea
25,39,42,Black,Cotton,30,36,30,20-20
39,43,55,Black,Cotton,31,62,33,14-35-14
36,85,41,Sandy,Maize,31,49,11,MOP
30,32,75,Red,Paddy,20,31,35,Urea
20,83,22,Black,Paddy,59,35,15,MOP
29,31,85,Sandy,Paddy,25,35,60,10-26-26
39,65,68,Red,Cotton,41,34,54,20-20
35,42,59,Black,Wheat,18,23,22,Urea
22,64,28,Sandy,Wheat,21,44,55,10-26-26
30,34,47,Clayey,Sugarcane,53,34,10,MOP
32,62,81,Sandy,Paddy,20,34,34,Urea
25,67,51,Sandy,Paddy,22,36,27,Urea
25,38,49,Red,Cotton,44,44,25,28-28
35,31,21,Clayey,Wheat,37,15,39,DAP
21,41,83,Sandy,Wheat,18,31,21,Urea
19,74,80,Red,Cotton,30,59,24,14-35-14
30,64,76,Red,Pulses,10,23,28,Urea
24,47,69,Sandy,Maize,34,65,30,14-35-14
38,55,46,Black,Wheat,56,44,20,MOP
30,32,56,Sandy,Paddy,25,36,21,Urea
26,39,58,Black,Pulses,31,63,39,14-35-14
33,79,41,Loamy,Paddy,39,44,77,10-26-26
24,78,24,Loamy,Maize,45,38,26,28-28
34,62,37,Clayey,Wheat,58,35,15,MOP
32,85,43,Loamy,Sugarcane,40,30,59,10-26-26
22,67,45,Loamy,Sugarcane,30,38,39,28-28
37,82,34,Sandy,Sugarcane,58,33,37,20-20
19,33,84,Loamy,Cotton,22,38,76,10-26-26
26,69,42,Black,Sugarcane,21,67,27,14-35-14
24,85,26,Black,Wheat,41,17,32,DAP
30,55,47,Black,Maize,38,38,37,28-28
38,53,83,Sandy,Pulses,31,48,60,10-26-26
22,64,81,Black,Cotton,58,36,20,MOP
30,78,39,Clayey,Pulses,25,47,73,10-26-26
37,71,22,Clayey,Paddy,25,27,34,Urea
35,80,23,Sandy,Cotton,31,42,10,MOP
29,63,24,Clayey,Pulses,18,37,34,Urea
24,50,82,Sandy,Paddy,12,40,40,Urea
33,82,57,Loamy,Cotton,43,39,17,MOP
29,69,40,Loamy,Paddy,43,48,53,20-20
33,80,23,Black,Maize,44,34,34,20-20
29,66,76,Clayey,Sugarcane,34,31,61,10-26-26
19,77,26,Clayey,Wheat,21,30,64,10-26-26
19,71,66,Sandy,Pulses,32,41,37,28-28
18,38,78,Red,Cotton,33,71,34,14-35-14
27,82,72,Red,Paddy,31,80,30,14-35-14
25,59,44,Red,Cotton,31,42,26,28-28
28,85,47,Sandy,Sugarcane,21,32,68,10-26-26
24,55,40,Clayey,Paddy,38,70,39,14-35-14
25,75,46,Black,Paddy,34,43,33,28-28
33,84,26,Black,Paddy,39,16,33,DAP
37,47,34,Clayey,Wheat,23,49,74,10-26-26
35,82,61,Clayey,Maize,30,38,34,28-28
21,52,62,Loamy,Maize,41,57,60,20-20
22,64,51,Black,Pulses,28,34,60,10-26-26
24,59,20,Black,Paddy,26,69,32,14-35-14
32,37,58,Loamy,Wheat,25,45,40,28-28
27,70,31,Clayey,Wheat,27,46,68,10-26-26
36,58,81,Black,Sugarcane,39,44,68,10-26-26
36,64,48,Red,Sugarcane,28,65,20,14-35-14
18,70,65,Sandy,Pulses,28,37,28,28-28
38,63,63,Black,Cotton,42,33,18,MOP
24,36,85,Loamy,Paddy,39,42,39,28-28
21,64,71,Black,Maize,33,75,23,14-35-14
31,53,51,Clayey,Cotton,25,45,44,28-28
23,58,56,Loamy,Sugarcane,41,40,43,28-28
35,65,71,Loamy,Paddy,37,48,60,10-26-26
26,60,36,Red,Cotton,46,11,42,DAP
29,67,74,Black,Pulses,33,45,10,MOP
37,59,34,Red,Pulses,28,72,36,14-35-14
36,49,69,Clayey,Pulses,37,65,22,14-35-14
23,60,42,Sandy,Pulses,42,30,16,MOP
40,77,67,Clayey,Cotton,37,58,26,14-35-14
34,79,43,Red,Pulses,31,67,25,14-35-14
39,42,71,Sandy,Paddy,32,32,71,10-26-26
26,61,84,Black,Maize,58,47,59,20-20
29,78,50,Clayey,Wheat,33,48,20,MOP
25,33,69,Sandy,Cotton,47,47,15,MOP
21,45,71,Clayey,Maize,32,65,24,14-35-14
38,60,85,Loamy,Wheat,27,59,23,14-35-14
18,45,53,Black,Maize,33,78,25,14-35-14
35,54,49,Sandy,Maize,40,79,38,14-35-14
28,59,62,Sandy,Pulses,40,29,26,28-28
23,75,24,Black,Cotton,36,64,25,14-35-14
39,44,61,Clayey,Sugarcane,25,64,25,14-35-14
40,83,50,Black,Sugarcane,22,71,37,14-35-14
38,38,50,Red,Sugarcane,35,49,59,10-26-26
35,83,50,Clayey,Paddy,29,39,74,10-26-26
24,85,60,Clayey,Pulses,28,55,30,14-35-14
20,59,70,Black,Pulses,37,39,27,28-28
29,49,48,Sandy,Wheat,43,34,37,28-28
36,46,75,Red,Maize,25,43,36,28-28
27,32,27,Black,Maize,39,46,74,10-26-26
32,40,56,Clayey,Cotton,35,33,37,28-28
21,72,72,Loamy,Sugarcane,50,45,20,MOP
33,44,47,Sandy,Pulses,44,48,16,MOP
40,67,57,Clayey,Maize,43,34,30,20-20
31,47,80,Clayey,Paddy,25,28,29,28-28
32,84,67,Red,Wheat,54,19,47,DAP
36,37,61,Red,Wheat,45,31,11,MOP
23,31,62,Sandy,Wheat,40,14,49,DAP
40,50,61,Clayey,Paddy,38,33,37,28-28
27,64,58,Sandy,Paddy,41,49,55,20-20
19,48,23,Clayey,Pulses,36,63,20,14-35-14
36,65,26,Loamy,Maize,21,32,58,10-26-26
29,56,27,Black,Paddy,32,40,29,28-28
18,79,70,Clayey,Wheat,45,46,48,20-20
21,82,44,Red,Cotton,36,20,38,DAP
26,41,44,Sandy,Pulses,37,34,56,20-20
26,73,85,Loamy,Sugarcane,33,19,35,DAP
31,50,64,Black,Maize,39,46,31,20-20
27,79,72,Red,Sugarcane,32,34,76,10-26-26
39,46,40,Loamy,Cotton,59,44,16,MOP
40,64,58,Loamy,Wheat,30,25,32,28-28
27,50,56,Red,Maize,38,59,39,14-35-14
29,65,24,Loamy,Maize,48,14,36,DAP
31,84,40,Red,Pulses,36,38,80,10-26-26
38,34,55,Sandy,Cotton,33,41,44,28-28
26,84,78,Sandy,Cotton,15,23,20,Urea
21,70,21,Black,Sugarcane,34,36,32,20-20
34,39,25,Red,Pulses,46,20,45,DAP
27,67,22,Black,Pulses,39,74,36,14-35-14
40,38,29,Red,Sugarcane,58,45,10,MOP
18,72,54,Clayey,Paddy,53,36,18,MOP
38,38,39,Black,Cotton,35,30,76,10-26-26
26,59,72,Clayey,Wheat,33,42,80,10-26-26
26,50,70,Clayey,Paddy,32,62,32,14-35-14
33,65,39,Black,Wheat,49,38,19,MOP
32,39,39,Sandy,Sugarcane,38,41,55,10-26-26
30,50,32,Red,Cotton,42,41,26,28-28
31,57,69,Clayey,Sugarcane,49,36,44,20-20
39,60,23,Red,Pulses,10,29,28,Urea
18,41,44,Clayey,Pulses,46,20,43,DAP
21,36,24,Sandy,Cotton,55,40,19,MOP
24,71,22,Loamy,Cotton,58,34,14,MOP
28,39,50,Clayey,Paddy,51,16,42,DAP
27,34,78,Sandy,Maize,40,31,15,MOP
36,53,84,Red,Wheat,26,38,29,28-28
21,43,31,Red,Sugarcane,20,71,26,14-35-14
29,80,64,Loamy,Wheat,58,59,36,20-20
36,80,36,Clayey,Paddy,30,37,64,10-26-26
31,51,73,Black,Sugarcane,37,39,10,MOP
22,34,84,Red,Wheat,45,34,43,28-28
35,61,27,Clayey,Cotton,43,36,28,28-28
37,37,84,Clayey,Cotton,57,32,17,MOP
28,65,34,Sandy,Cotton,39,50,73,10-26-26
40,32,54,Black,Paddy,59,59,32,20-20
30,40,26,Clayey,Pulses,26,37,72,10-26-26
23,40,75,Black,Cotton,44,32,10,MOP
30,31,42,Loamy,Wheat,28,29,28,28-28
39,33,65,Red,Maize,52,39,12,MOP
24,64,82,Loamy,Sugarcane,13,32,23,Urea
27,48,31,Black,Paddy,48,47,12,MOP
33,79,83,Loamy,Sugarcane,35,47,71,10-26-26
36,81,50,Black,Paddy,24,32,78,10-26-26
18,78,35,Loamy,Wheat,37,13,31,DAP
36,55,34,Sandy,Pulses,41,15,40,DAP
37,72,66,Sandy,Paddy,42,55,54,20-20
21,49,42,Red,Wheat,60,42,47,20-20
35,65,21,Black,Paddy,42,54,59,20-20
30,30,77,Sandy,Pulses,58,40,12,MOP
28,51,57,Clayey,Pulses,38,42,28,28-28
38,69,49,Black,Wheat,24,23,36,Urea
33,76,49,Red,Wheat,20,39,35,Urea
35,61,20,Clayey,Sugarcane,41,58,43,20-20
25,62,59,Red,Pulses,11,21,33,Urea
21,58,21,Clayey,Pulses,47,36,33,20-20
31,74,27,Clayey,Pulses,12,35,26,Urea
28,76,49,Loamy,Sugarcane,31,37,66,10-26-26
26,43,53,Loamy,Maize,27,39,55,10-26-26
35,54,84,Red,Cotton,49,14,43,DAP
30,44,24,Loamy,Pulses,11,31,27,Urea
23,76,80,Clayey,Wheat,49,16,32,DAP
20,54,74,Clayey,Pulses,25,34,76,10-26-26
23,52,26,Loamy,Cotton,48,19,47,DAP
23,77,61,Loamy,Sugarcane,44,19,40,DAP
40,45,29,Loamy,Paddy,22,49,61,10-26-26
40,85,42,Clayey,Cotton,52,33,33,20-20
30,51,62,Red,Maize,51,56,44,20-20
19,74,61,Black,Pulses,29,77,27,14-35-14
18,70,70,Black,Wheat,46,36,12,MOP
39,43,46,Black,Paddy,53,35,59,20-20
40,44,48,Red,Maize,32,71,28,14-35-14
39,35,78,Black,Sugarcane,42,20,31,DAP
39,41,54,Loamy,Sugarcane,28,34,35,28-28
18,72,20,Black,Sugarcane,36,42,35,28-28
32,80,47,Black,Cotton,12,33,40,Urea
28,54,29,Loamy,Paddy,38,45,39,28-28
25,58,81,Loamy,Paddy,11,26,31,Urea
27,69,33,Black,Sugarcane,30,56,47,20-20
40,36,67,Loamy,Pulses,48,49,53,20-20
31,42,56,Red,Paddy,58,15,46,DAP
18,33,35,Sandy,Wheat,42,15,31,DAP
36,36,80,Sandy,Sugarcane,16,33,39,Urea
26,38,21,Black,Sugarcane,30,46,18,MOP
22,36,66,Loamy,Wheat,16,38,23,Urea
20,85,46,Clayey,Pulses,39,34,35,28-28
39,39,44,Loamy,Wheat,50,39,14,MOP
34,64,41,Red,Cotton,59,30,53,20-20
30,71,56,Black,Cotton,51,35,16,MOP
36,38,28,Clayey,Paddy,57,19,37,DAP
25,70,49,Loamy,Cotton,39,42,67,10-26-26
36,34,58,Loamy,Paddy,32,40,11,MOP
36,51,70,Sandy,Sugarcane,34,44,77,10-26-26
19,72,66,Sandy,Paddy,22,32,22,Urea
30,71,41,Black,Maize,26,44,56,10-26-26
39,38,59,Red,Paddy,53,58,59,20-20
26,71,38,Clayey,Maize,29,59,31,14-35-14
23,63,56,Red,Cotton,31,41,77,10-26-26
37,75,34,Loamy,Paddy,29,58,38,14-35-14
35,63,57,Loamy,Paddy,58,13,45,DAP
19,46,56,Loamy,Paddy,44,30,31,28-28
22,44,84,Clayey,Wheat,54,44,17,MOP
28,58,21,Red,Wheat,39,25,32,28-28
32,62,49,Red,Sugarcane,13,37,21,Urea
25,44,21,Clayey,Paddy,55,48,35,20-20
38,34,57,Clayey,Sugarcane,28,28,38,28-28
28,74,37,Sandy,Maize,12,29,28,Urea
18,81,44,Black,Maize,24,37,20,Urea
31,54,82,Red,Wheat,22,36,69,10-26-26
30,70,25,Clayey,Maize,57,44,11,MOP
18,68,31,Black,Cotton,20,37,67,10-26-26
37,39,27,Clayey,Maize,35,39,54,20-20
32,67,24,Clayey,Sugarcane,56,34,54,20-20
18,44,74,Clayey,Pulses,33,44,68,10-26-26
39,54,64,Black,Paddy,25,29,25,28-28
29,85,67,Loamy,Cotton,18,24,30,Urea
33,60,63,Loamy,Pulses,39,33,17,MOP
21,49,72,Clayey,Sugarcane,32,59,26,14-35-14
34,61,58,Red,Paddy,20,63,25,14-35-14
21,74,50,Clayey,Wheat,37,63,23,14-35-14
30,68,67,Black,Cotton,32,37,40,28-28
20,56,52,Clayey,Maize,25,32,30,Urea
20,83,28,Red,Cotton,38,34,25,28-28
27,84,62,Clayey,Paddy,33,49,11,MOP
32,32,84,Sandy,Wheat,34,75,24,14-35-14
40,74,82,Sandy,Sugarcane,27,35,34,28-28
18,49,61,Red,Paddy,40,31,20,MOP
23,38,59,Loamy,Pulses,36,33,67,10-26-26
27,31,26,Black,Paddy,26,56,32,14-35-14
19,33,56,Red,Paddy,43,25,28,28-28
27,64,80,Clayey,Paddy,33,18,34,DAP
18,77,33,Black,Maize,20,25,25,Urea
35,68,82,Red,Maize,34,33,30,28-28
22,77,38,Sandy,Wheat,32,34,55,20-20
36,32,65,Black,Maize,28,29,25,28-28
27,55,65,Clayey,Sugarcane,33,34,58,20-20
40,63,55,Sandy,Sugarcane,47,16,38,DAP
39,54,43,Black,Maize,44,42,10,MOP
20,77,25,Clayey,Wheat,12,21,27,Urea
29,67,50,Black,Sugarcane,37,11,44,DAP
38,54,42,Clayey,Paddy,30,44,54,20-20
19,35,44,Loamy,Wheat,33,35,56,20-20
37,82,23,Black,Paddy,29,69,29,14-35-14
25,81,68,Black,Sugarcane,24,38,60,10-26-26
25,76,50,Red,Paddy,58,32,10,MOP
29,37,57,Sandy,Paddy,36,31,77,10-26-26
36,73,85,Sandy,Cotton,13,29,33,Urea
18,55,30,Loamy,Paddy,23,55,29,14-35-14
25,65,33,Red,Maize,32,15,39,DAP
31,70,58,Clayey,Paddy,21,76,37,14-35-14
20,73,35,Loamy,Cotton,38,17,31,DAP
33,69,56,Clayey,Cotton,30,41,70,10-26-26
21,30,48,Loamy,Wheat,30,59,50,20-20
31,80,63,Clayey,Sugarcane,55,41,58,20-20
30,82,44,Black,Sugarcane,27,76,22,14-35-14
34,34,68,Black,Maize,38,36,15,MOP
